question,dedup_answer,answer,answer_long,dataset_name,quality
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does association study indicate a protective role of phosphatidylinositol-4-phosphate-5-kinase against tardive dyskinesia?",Answer is Yes because We conclude from this association that PIP5K2A is possibly involved in a mechanism protecting against tardive dyskinesia-inducing neurotoxicity. This corresponds to our hypothesis that tardive dyskinesia is related to neurotoxicity at striatal indirect pathway medium-sized spiny neurons.,Yes,Answer is Yes because We conclude from this association that PIP5K2A is possibly involved in a mechanism protecting against tardive dyskinesia-inducing neurotoxicity. This corresponds to our hypothesis that tardive dyskinesia is related to neurotoxicity at striatal indirect pathway medium-sized spiny neurons.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is iL18 polymorphism associated with an increased risk of Crohn 's disease?",Answer is Yes because IL18 is probably one of several genes that determine susceptibility to Crohn's disease.,Yes,Answer is Yes because IL18 is probably one of several genes that determine susceptibility to Crohn's disease.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Do hybrid cells derived from breast epithelial cell/breast cancer cell fusion events show a differential RAF-AKT crosstalk?","Answer is Yes because Here we show that hybrid cells could evolve exhibiting a differential active RAF-AKT crosstalk. Because PI3K/AKT signalling has been chosen as a target for anti-cancer therapies our data might point to a possible severe side effect of AKT targeted cancer therapies. Inhibition of PI3K/AKT signalling in RAF-AKT crosstalk positive cancer (hybrid) cells could result in a progression of these cells. Thus, not only the receptor (activation) status, but also the activation of signal transduction molecules should be analysed thoroughly prior to therapy.",Yes,"Answer is Yes because Here we show that hybrid cells could evolve exhibiting a differential active RAF-AKT crosstalk. Because PI3K/AKT signalling has been chosen as a target for anti-cancer therapies our data might point to a possible severe side effect of AKT targeted cancer therapies. Inhibition of PI3K/AKT signalling in RAF-AKT crosstalk positive cancer (hybrid) cells could result in a progression of these cells. Thus, not only the receptor (activation) status, but also the activation of signal transduction molecules should be analysed thoroughly prior to therapy.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Are gender differences in the use of psychiatric outpatient specialist services in Tromsø , Norway dependent on age : a population-based cross-sectional survey?","Answer is Yes because Most people with self-reported anxiety/depression did not visit specialist outpatient clinics. This applies in particular to men aged 30-49 years, older individuals, and individuals with lower education. Gender differences in the use of services in the general population were dependent on age, whereas in the subgroup with anxiety/depression gender differences were not confirmed.",Yes,"Answer is Yes because Most people with self-reported anxiety/depression did not visit specialist outpatient clinics. This applies in particular to men aged 30-49 years, older individuals, and individuals with lower education. Gender differences in the use of services in the general population were dependent on age, whereas in the subgroup with anxiety/depression gender differences were not confirmed.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does the proteasome inhibitor bortezomib drastically affect inflammation and bone disease in adjuvant-induced arthritis in rats?",Answer is Yes because Our findings suggest that bortezomib affects AIA in a pleiotropic manner and that this drug may be effective in RA.,Yes,Answer is Yes because Our findings suggest that bortezomib affects AIA in a pleiotropic manner and that this drug may be effective in RA.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does paclitaxel reduce formation of hypertrophic scars in the rabbit ear model?","Answer is Yes because Paclitaxel has strong inhibitory effects on the hyperplasia of fibroblasts, deposition of collagen, and microangiogenesis in hypertrophic scars on rabbit ears within the concentration range from 48 mg/L to 162 mg/L, without causing local necrosis.",Yes,"Answer is Yes because Paclitaxel has strong inhibitory effects on the hyperplasia of fibroblasts, deposition of collagen, and microangiogenesis in hypertrophic scars on rabbit ears within the concentration range from 48 mg/L to 162 mg/L, without causing local necrosis.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is production of interleukin-5 , -10 and interferon-γ in cord blood strongly associated with the season of birth?","Answer is Yes because Environmental exposure to pollen and ultraviolet irradiation during gestation may have an effect on the cytokine profile of the offspring in CB because children born in the spring or winter showed the lowest IL-5, IL-10 and IFN-γ responses. The production of IL-10 and IFN-γ was also inversely associated with prostaglandin labour induction before birth. Other labour-related factors were not significantly associated with production of IL-5, IL-10 and IFN-γ after WBC count correction.",Yes,"Answer is Yes because Environmental exposure to pollen and ultraviolet irradiation during gestation may have an effect on the cytokine profile of the offspring in CB because children born in the spring or winter showed the lowest IL-5, IL-10 and IFN-γ responses. The production of IL-10 and IFN-γ was also inversely associated with prostaglandin labour induction before birth. Other labour-related factors were not significantly associated with production of IL-5, IL-10 and IFN-γ after WBC count correction.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is [ The immune response of human keratinocytes to Trichophyton rubrum conidia partially mediated by toll-like receptor-2 , 4 , dectin-1 and cytokines ]?","Answer is Yes because The immune responses and immunological recognition of human keratinocytes to Trichophyton rubrum conidia are partially mediated by up-regulating the expressions of TLR-2, TLR-4 and dectin-1 and secretions of multiple cytokines.",Yes,"Answer is Yes because The immune responses and immunological recognition of human keratinocytes to Trichophyton rubrum conidia are partially mediated by up-regulating the expressions of TLR-2, TLR-4 and dectin-1 and secretions of multiple cytokines.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does predicting fall with the cognitive timed up-and-go dual task in frail older patients?","Answer is Yes because Unlike TUG scores, the CogTUG score was not associated a history of falls in frail older outpatients with gait disorders. Our results underline that weight loss and low muscle strength are related to falls.",Yes,"Answer is Yes because Unlike TUG scores, the CogTUG score was not associated a history of falls in frail older outpatients with gait disorders. Our results underline that weight loss and low muscle strength are related to falls.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Are neopterin and hsCRP correlated in gestational diabetes mellitus?","Answer is No because Neopterin levels increased in patients with GDM; hence, it may be related to inflammation. However, the lack of correlation between neopterin and hsCRP suggests the role of different attitudes of these two parameters in the course of pregnancy and GDM.",No,"Answer is No because Neopterin levels increased in patients with GDM; hence, it may be related to inflammation. However, the lack of correlation between neopterin and hsCRP suggests the role of different attitudes of these two parameters in the course of pregnancy and GDM.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Do commonly used excipients modulate UDP-glucuronosyltransferase 2b7 activity to improve nalbuphine oral bioavailability in humans?",Answer is Yes because Tween-PEG successfully improved oral NAL bioavailability and could formulate a useful oral dosage form for patient's convenience.,Yes,Answer is Yes because Tween-PEG successfully improved oral NAL bioavailability and could formulate a useful oral dosage form for patient's convenience.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does synthetic retinoid Am80 reduce scavenger receptor expression and atherosclerosis in mice by inhibiting IL-6?",Answer is Yes because Am80 suppresses scavenger receptor expression and macrophage foam cell formation in vitro and prevents atherogenesis in apoE-deficient mice in vivo. This suggests Am80 is a novel candidate agent that could be highly useful in the prevention and treatment of atherosclerosis.,Yes,Answer is Yes because Am80 suppresses scavenger receptor expression and macrophage foam cell formation in vitro and prevents atherogenesis in apoE-deficient mice in vivo. This suggests Am80 is a novel candidate agent that could be highly useful in the prevention and treatment of atherosclerosis.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Are heart-type fatty acid binding protein and high-sensitivity troponin T myocardial damage markers that could predict adverse clinical outcomes in patients with peripheral artery disease?",Answer is Yes because The myocardial damage markers H-FABP and hsTnT were increased in PAD patients with CLI and could predict MACCEs in PAD patients.,Yes,Answer is Yes because The myocardial damage markers H-FABP and hsTnT were increased in PAD patients with CLI and could predict MACCEs in PAD patients.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Are executive functions impaired in adolescents engaging in non-suicidal self-injury?","Answer is Yes because This study demonstrates that NSSI subgroups have distinct deficits in EFs. The high-severity NSSI group has working memory deficits, while the low-severity NSSI group has impaired inhibitory control. This supports the emotion regulation hypothesis.",Yes,"Answer is Yes because This study demonstrates that NSSI subgroups have distinct deficits in EFs. The high-severity NSSI group has working memory deficits, while the low-severity NSSI group has impaired inhibitory control. This supports the emotion regulation hypothesis.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Do nosocomial outbreak of Streptococcus pneumoniae Spain9V‑ST156‑14 clone in a pulmonary diseases ward?","Answer is Yes because  Timely implementation of infection control measures enabled to eradicate the outbreak. Pneumococcal conjugate vaccine, recently registered for use in adult populations, may have a considerable effect on limiting pneumococcal disease‑associated morbidity and mortality. It is especially important for patients with COPD, a disease entity that constitutes a risk factor for the acquisition of multidrug‑resistant pneumococci. ",Yes,"Answer is Yes because  Timely implementation of infection control measures enabled to eradicate the outbreak. Pneumococcal conjugate vaccine, recently registered for use in adult populations, may have a considerable effect on limiting pneumococcal disease‑associated morbidity and mortality. It is especially important for patients with COPD, a disease entity that constitutes a risk factor for the acquisition of multidrug‑resistant pneumococci. ",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does targeting aurora kinase with MK-0457 inhibit ovarian cancer growth?",Answer is Yes because Aurora kinase inhibition significantly reduces tumor burden and cell proliferation and increases tumor cell apoptosis in this preclinical orthotopic model of ovarian cancer. The role of Aurora kinase inhibition in ovarian cancer merits further investigation in clinical trials.,Yes,Answer is Yes because Aurora kinase inhibition significantly reduces tumor burden and cell proliferation and increases tumor cell apoptosis in this preclinical orthotopic model of ovarian cancer. The role of Aurora kinase inhibition in ovarian cancer merits further investigation in clinical trials.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does a psycho-educational video used in the emergency department provide effective treatment for whiplash injuries?","Answer is Yes because PATIENTS viewing the video had dramatically lower pain ratings at a 1-month follow (6.09 [10.6] vs. 21.23 [17.4], P < 0.001) and this pattern held for the 3- and 6-month follow-up period. Similarly, for 17 of 21 items asked at follow-up, the video group showed superior outcomes (chi2 ranged from 5 to 35, P < 0.05, all). For example, 4% of video patients were using narcotics at 6 month post ED visit compared with 36% of controls. The brief psycho-educational video had a profound effect on subsequent pain and medical utilization.",Yes,"Answer is Yes because PATIENTS viewing the video had dramatically lower pain ratings at a 1-month follow (6.09 [10.6] vs. 21.23 [17.4], P < 0.001) and this pattern held for the 3- and 6-month follow-up period. Similarly, for 17 of 21 items asked at follow-up, the video group showed superior outcomes (chi2 ranged from 5 to 35, P < 0.05, all). For example, 4% of video patients were using narcotics at 6 month post ED visit compared with 36% of controls. The brief psycho-educational video had a profound effect on subsequent pain and medical utilization.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is loss-of-heterozygosity on chromosome 19q in early-stage serous ovarian cancer associated with recurrent disease?",Answer is Yes because The results of our study indicate that presence of two aberrations in TP53 on 17p and LOH on 19q in early stage serous ovarian cancer is associated with recurrent disease. Further studies related to the findings of chromosomes 17 and 19 are needed to elucidate the molecular mechanism behind the recurring genomic aberrations and the poor clinical outcome.,Yes,Answer is Yes because The results of our study indicate that presence of two aberrations in TP53 on 17p and LOH on 19q in early stage serous ovarian cancer is associated with recurrent disease. Further studies related to the findings of chromosomes 17 and 19 are needed to elucidate the molecular mechanism behind the recurring genomic aberrations and the poor clinical outcome.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Do metabolic networks in a porcine model of trauma and hemorrhagic shock demonstrate different control mechanism with carbohydrate pre-feed?","Answer is Yes because A common metabolic output, typically associated with injury and hypoxia, results from trauma and hemorrhagic shock. However, this output is directed by different metabolic inputs depending upon the feeding status of the subject. Nodes of the network that are related to mortality can potentially be manipulated for therapeutic effect; however, these nodes differ depending upon feeding status.",Yes,"Answer is Yes because A common metabolic output, typically associated with injury and hypoxia, results from trauma and hemorrhagic shock. However, this output is directed by different metabolic inputs depending upon the feeding status of the subject. Nodes of the network that are related to mortality can potentially be manipulated for therapeutic effect; however, these nodes differ depending upon feeding status.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Do h. pylori genotypes and cytokine gene polymorphisms influence the development of gastric intestinal metaplasia in a Chinese population?",Answer is Yes because The carriage of proinflammatory IL-1B-511 and HP vacA m1 genotypes was associated with the development of gastric IM in the Chinese.,Yes,Answer is Yes because The carriage of proinflammatory IL-1B-511 and HP vacA m1 genotypes was associated with the development of gastric IM in the Chinese.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does [ Lacunar fold study in dry eye diagnosis ]?","Answer is Yes because Lacunar folds study should be included as a useful and easy test in the diagnosis of dry eye syndrome, nevertheless its disappearance is not exclusive of this disease.",Yes,"Answer is Yes because Lacunar folds study should be included as a useful and easy test in the diagnosis of dry eye syndrome, nevertheless its disappearance is not exclusive of this disease.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does impairment in circadian activity rhythms occur during dexamethasone therapy in children with leukemia?","Answer is Yes because Dexamethasone initiation was associated with a decrease in several CAR parameters, and a significant decrease in the trend of daily peak activity. Fatigue was associated with less robust CAR.",Yes,"Answer is Yes because Dexamethasone initiation was associated with a decrease in several CAR parameters, and a significant decrease in the trend of daily peak activity. Fatigue was associated with less robust CAR.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is c2238 atrial natriuretic peptide molecular variant associated with endothelial damage and dysfunction through natriuretic peptide receptor C signaling?",Answer is Yes because C2238-αANP reduces endothelial cell survival and impairs endothelial function through NPR-C signaling. NPR-C targeting represents a potential strategy to reduce cardiovascular risk in C2238 minor-allele carriers.,Yes,Answer is Yes because C2238-αANP reduces endothelial cell survival and impairs endothelial function through NPR-C signaling. NPR-C targeting represents a potential strategy to reduce cardiovascular risk in C2238 minor-allele carriers.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is attentional avoidance of fearful facial expressions following early life stress associated with impaired social functioning?","Answer is Yes because Attentional avoidance of fearful facial expressions, evidenced by a bias away from these stimuli, may be a developmental response to early adversity and link the experience of early life stress to poorer social functioning.",Yes,"Answer is Yes because Attentional avoidance of fearful facial expressions, evidenced by a bias away from these stimuli, may be a developmental response to early adversity and link the experience of early life stress to poorer social functioning.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does umbilical artery catheter blood sampling alter cerebral blood flow velocity in preterm infants?","Answer is Yes because Blood sampling from UACs produces clinically significant changes in CBFV and may contribute to intraventricular hemorrhage. Blood sampling from low-positioned UACs caused smaller CBFV changes, thus this position may be safer for use in infants at risk for intraventricular hemorrhage.",Yes,"Answer is Yes because Blood sampling from UACs produces clinically significant changes in CBFV and may contribute to intraventricular hemorrhage. Blood sampling from low-positioned UACs caused smaller CBFV changes, thus this position may be safer for use in infants at risk for intraventricular hemorrhage.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does parental overprotection increase sociotropy with gender specificity in parents and recipients?",Answer is Yes because Parental behaviors not covered by the PBI may affect formation of autonomy.,Yes,Answer is Yes because Parental behaviors not covered by the PBI may affect formation of autonomy.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is enterocyte damage in critically ill patients associated with shock condition and 28-day mortality?","Answer is Yes because In critically ill patients, enterocyte damage is frequent, and it is significantly associated with shock and 28-day mortality. The link between intestinal fatty acid-binding protein and plasma citrulline concentrations in critically ill patients needs to be further evaluated.",Yes,"Answer is Yes because In critically ill patients, enterocyte damage is frequent, and it is significantly associated with shock and 28-day mortality. The link between intestinal fatty acid-binding protein and plasma citrulline concentrations in critically ill patients needs to be further evaluated.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is ethyl propionate more effective and less cytotoxic than methyl tert-butyl ether for topical gallstone dissolution?","Answer is Yes because Ethyl propionate and isopropyl acetate are less toxic to the intestinal mucosa than MTBE, and ethyl propionate is more effective for gallstone dissolution.",Yes,"Answer is Yes because Ethyl propionate and isopropyl acetate are less toxic to the intestinal mucosa than MTBE, and ethyl propionate is more effective for gallstone dissolution.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is platelet response to corneal abrasion necessary for acute inflammation and efficient re-epithelialization?","Answer is Yes because Platelet localization in the limbus of abraded corneas contributes to re-epithelialization, and P-selectin provides a necessary step in this process.",Yes,"Answer is Yes because Platelet localization in the limbus of abraded corneas contributes to re-epithelialization, and P-selectin provides a necessary step in this process.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does cardiac angiotensin converting enzyme overproduction indicate interstitial activation in renovascular hypertension?","Answer is Yes because Besides its usual endothelial expression, ACE is absent from cardiomyocytes and present in interstitial tissue, in the pericoronary spaces in normal tissue and more markedly in hypertrophied ventricles.",Yes,"Answer is Yes because Besides its usual endothelial expression, ACE is absent from cardiomyocytes and present in interstitial tissue, in the pericoronary spaces in normal tissue and more markedly in hypertrophied ventricles.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does mK886 reduce cerebral amyloid angiopathy severity in TgCRND8 mice?",Answer is Yes because These data suggest that 5-LOX and FLAP inhibitors may be useful in the treatment of CAA and AD.,Yes,Answer is Yes because These data suggest that 5-LOX and FLAP inhibitors may be useful in the treatment of CAA and AD.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is visceral adipose tissue significantly associated with hearing thresholds in adult women?",Answer is Yes because Our findings show an association between VAT and hearing impairment in women. A reduction in visceral adiposity may help to prevent hearing loss in women.,Yes,Answer is Yes because Our findings show an association between VAT and hearing impairment in women. A reduction in visceral adiposity may help to prevent hearing loss in women.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does desflurane accelerate patient response during the wake-up test for scoliosis surgery?",Answer is Yes because DES provides a significantly shorter onset time during the wake-up test and a rapid emergence after scoliosis surgery. BIS monitoring during the wake-up test was more informative when anesthesia was maintained with DES compared to FEN infusion.,Yes,Answer is Yes because DES provides a significantly shorter onset time during the wake-up test and a rapid emergence after scoliosis surgery. BIS monitoring during the wake-up test was more informative when anesthesia was maintained with DES compared to FEN infusion.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Do short-term results of using Lamellar Corneo-scleral patch graft for the Ahmed glaucoma valve implant surgery?","Answer is Yes because Lamellar corneo-scleral tissue from residual corneal transplant material, with its many unique properties and advantages, appears to be a cheap, easily available and effective patch graft material for glaucoma implant surgery. Further explorations and studies on this material are recommended.",Yes,"Answer is Yes because Lamellar corneo-scleral tissue from residual corneal transplant material, with its many unique properties and advantages, appears to be a cheap, easily available and effective patch graft material for glaucoma implant surgery. Further explorations and studies on this material are recommended.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does peroxisomal proliferator-activated receptor gamma co-activator-1 alpha gene expression increase above the lactate threshold in human skeletal muscle?",Answer is Yes because The findings of this study suggest that PGC-1α gene expression depends on exercise intensity.,Yes,Answer is Yes because The findings of this study suggest that PGC-1α gene expression depends on exercise intensity.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does pancreatic β-cell function relate positively to HDL functionality in well-controlled type 2 diabetes mellitus?","Answer is Yes because Pancreatic β-cell function relates to pathophysiologically relevant measures of HDL function in T2DM, but not in NFG and IFG. Better HDL functionality may contribute to maintenance of β-cell function in subjects with well-controlled T2DM.",Yes,"Answer is Yes because Pancreatic β-cell function relates to pathophysiologically relevant measures of HDL function in T2DM, but not in NFG and IFG. Better HDL functionality may contribute to maintenance of β-cell function in subjects with well-controlled T2DM.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is [ Purple-bluish tongue associated with platelet counts , and the recurrence of epithelial ovarian cancer ]?","Answer is Yes because The ratio of P(B) to P(R) greater than 0.71 could serve as an indicator for purple-bluish tongue diagnosing used in symptom pattern identification in Traditional Chinese Medicine. Purple-bluish tongue, associated with increased platelet counts, was also closely correlated with the recurrence of epithelial ovarian cancer.",Yes,"Answer is Yes because The ratio of P(B) to P(R) greater than 0.71 could serve as an indicator for purple-bluish tongue diagnosing used in symptom pattern identification in Traditional Chinese Medicine. Purple-bluish tongue, associated with increased platelet counts, was also closely correlated with the recurrence of epithelial ovarian cancer.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does flutamide attenuate pro-inflammatory cytokine production and hepatic injury following trauma-hemorrhage via estrogen receptor-related pathway?","Answer is Yes because These findings suggest that the reduction in the production of pro-inflammatory mediators and hepatic injury produced by flutamide administration following T-H is likely due to the down-regulation in hepatic NF-kappaB DNA binding activity. Moreover, the salutary effects of flutamide administration appear to be mediated at least in part via ER-related pathway.",Yes,"Answer is Yes because These findings suggest that the reduction in the production of pro-inflammatory mediators and hepatic injury produced by flutamide administration following T-H is likely due to the down-regulation in hepatic NF-kappaB DNA binding activity. Moreover, the salutary effects of flutamide administration appear to be mediated at least in part via ER-related pathway.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Do first trimester uterine artery Doppler abnormalities predict subsequent intrauterine growth restriction?",Answer is Yes because Elevated first trimester uterine artery mean RI is significantly associated with IUGR.,Yes,Answer is Yes because Elevated first trimester uterine artery mean RI is significantly associated with IUGR.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is reduced number of endothelial progenitor cells predictive of early relapse in anti-neutrophil cytoplasmic antibody-associated vasculitis?",Answer is Yes because Low numbers of EPCs are associated with increased propensity for early relapse of AAV.,Yes,Answer is Yes because Low numbers of EPCs are associated with increased propensity for early relapse of AAV.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is short-dwell ethanol lock therapy in children associated with increased clearance of central line-associated bloodstream infections?",Answer is Yes because These findings suggest the potential benefit of short-dwell ELT combined with systemic antimicrobials in CLABSI treatment. Randomized controlled trials are needed.,Yes,Answer is Yes because These findings suggest the potential benefit of short-dwell ELT combined with systemic antimicrobials in CLABSI treatment. Randomized controlled trials are needed.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does low folate status increase chromosomal damage by X-ray irradiation?","Answer is Yes because Low folate status increases susceptibility to X-ray-induced chromosomal damage, but excessive folic acid supplementation under normal conditions yields no further protection due to folate saturation in the target tissue.",Yes,"Answer is Yes because Low folate status increases susceptibility to X-ray-induced chromosomal damage, but excessive folic acid supplementation under normal conditions yields no further protection due to folate saturation in the target tissue.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is urinary kallikrein activity increased during the first few weeks of exercise training in essential hypertension?",Answer is Yes because The renal kallikrein-kinin and dopamine systems may participate in lowering blood pressure during the first few weeks of exercise training. The subsequent reduction of sympathetic activity may be involved in maintaining the lowered blood pressure. Mild exercise is more effective in reducing blood pressure in hypertensives who have a relatively high basal renal kallikrein-kinin system activity.,Yes,Answer is Yes because The renal kallikrein-kinin and dopamine systems may participate in lowering blood pressure during the first few weeks of exercise training. The subsequent reduction of sympathetic activity may be involved in maintaining the lowered blood pressure. Mild exercise is more effective in reducing blood pressure in hypertensives who have a relatively high basal renal kallikrein-kinin system activity.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Are normal studies essential for objective medical evaluations of children who may have been sexually abused?",Answer is Yes because The study by Myhre and associates is another addition to a growing collection of good science in a field of medicine where objectivity is essential.,Yes,Answer is Yes because The study by Myhre and associates is another addition to a growing collection of good science in a field of medicine where objectivity is essential.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does activation of Supraoptic Oxytocin Neurons by Secretin facilitate Social Recognition?",Answer is Yes because The results of our study demonstrate that secretin-induced dendritic oxytocin release from supraoptic neurons enhances social recognition. The newly defined secretin-oxytocin system may lead to a possible treatment for social deficits.,Yes,Answer is Yes because The results of our study demonstrate that secretin-induced dendritic oxytocin release from supraoptic neurons enhances social recognition. The newly defined secretin-oxytocin system may lead to a possible treatment for social deficits.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Do doppler flow velocity waveforms of the umbilical arteries correlate with intravillous blood volume?",Answer is Yes because These data suggest that reduced end-diastolic flow velocities in the umbilical arteries are associated with elevated fetoplacental impedance owing to reduced vascularization of intermediate and terminal villi.,Yes,Answer is Yes because These data suggest that reduced end-diastolic flow velocities in the umbilical arteries are associated with elevated fetoplacental impedance owing to reduced vascularization of intermediate and terminal villi.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does baohuoside-1 inhibit activated T cell proliferation at G ( 1 ) -S phase transition?","Answer is Yes because B1 immunosuppression of mitogen-activated T cell proliferation occurs in G(1)-S transition. It may be associated with the expression of cyclin A, D and p33cdk2 proteins. B1 prevents rat heart allograft rejection in vivo. The mechanism of B1 is different from tacrolimus and sirolimus.",Yes,"Answer is Yes because B1 immunosuppression of mitogen-activated T cell proliferation occurs in G(1)-S transition. It may be associated with the expression of cyclin A, D and p33cdk2 proteins. B1 prevents rat heart allograft rejection in vivo. The mechanism of B1 is different from tacrolimus and sirolimus.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is the estimated glomerular filtration rate associated with subclinical atherosclerosis , independently of albuminuria , in patients with type 2 diabetes?","Answer is Yes because Reduced eGFR associated with IMT thickening independently of albuminuria is found in the patients with type 2 diabetes mellitus, and further studies investigating the clinical outcomes are needed because this study is based on a cross-sectional design.",Yes,"Answer is Yes because Reduced eGFR associated with IMT thickening independently of albuminuria is found in the patients with type 2 diabetes mellitus, and further studies investigating the clinical outcomes are needed because this study is based on a cross-sectional design.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Do changes in myocardial echo amplitude during reversible ischaemia in humans?",Answer is Yes because These results suggest a causal relation between occlusion of the supplying coronary artery and blunting of myocardial echo amplitude cyclic variation. It is suggested that balloon occlusion produced myocardial ischaemia. The resultant impairment of myocardial contraction then caused a blunting of cyclic variation in echo amplitude. The results of this study provide further data about the ability of quantitative studies of ultrasonic backscatter to identify alterations in the myocardium during injury.,Yes,Answer is Yes because These results suggest a causal relation between occlusion of the supplying coronary artery and blunting of myocardial echo amplitude cyclic variation. It is suggested that balloon occlusion produced myocardial ischaemia. The resultant impairment of myocardial contraction then caused a blunting of cyclic variation in echo amplitude. The results of this study provide further data about the ability of quantitative studies of ultrasonic backscatter to identify alterations in the myocardium during injury.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does propensity of red blood cells to undergo P2X7 receptor-mediated phosphatidylserine exposure alter during in vivo or ex vivo aging?","Answer is No because The propensity of RBCs to undergo P2X7-mediated PS exposure does not alter during in vivo and ex vivo aging. Thus, P2X7 activation is unlikely to be involved in the removal of senescent RBCs or stored RBCs after transfusion.",No,"Answer is No because The propensity of RBCs to undergo P2X7-mediated PS exposure does not alter during in vivo and ex vivo aging. Thus, P2X7 activation is unlikely to be involved in the removal of senescent RBCs or stored RBCs after transfusion.",PubMedQA,1
